,id,retweet_count,favorite_count
0,892420643555336193,8615,38888
1,892177421306343426,6329,33297
2,891815181378084864,4200,25093
3,891689557279858688,8726,42252
4,891327558926688256,9497,40399
5,891087950875897856,3142,20258
6,890971913173991426,2095,11876
7,890729181411237888,19095,65702
8,890609185150312448,4312,27826
9,890240255349198849,7493,32012
10,890006608113172480,7416,30722
11,889880896479866881,5019,27854
12,889665388333682689,10165,48225
13,889638837579907072,4590,27239
14,889531135344209921,2257,15122
15,889278841981685760,5487,25359
16,888917238123831296,4548,29149
17,888804989199671297,4389,25649
18,888554962724278272,3620,19959
19,888078434458587136,3530,21814
20,887705289381826560,5446,30259
21,887517139158093824,11779,46356
22,887473957103951883,18419,69276
23,887343217045368832,10509,33767
24,887101392804085760,6018,30620
25,886983233522544640,7839,35247
26,886736880519319552,3331,12104
27,886680336477933568,4512,22483
28,886366144734445568,3216,21179
29,886267009285017600,4,116
30,886258384151887873,6361,28030
31,886054160059072513,104,0
32,885984800019947520,6878,32788
33,885528943205470208,6504,36096
34,885518971528720385,3800,20475
35,885311592912609280,18766,0
36,885167619883638784,4426,22003
37,884925521741709313,18639,77751
38,884876753390489601,5850,28003
39,884562892145688576,4928,24355
40,884441805382717440,5714,27057
41,884247878851493888,20653,73199
42,884162670584377345,3024,20431
43,883838122936631299,3483,21960
44,883482846933004288,10068,46057
45,883360690899218434,3726,22615
46,883117836046086144,6743,37316
47,882992080364220416,3971,24009
48,882762694511734784,4982,28385
49,882627270321602560,6165,27944
50,882268110199369728,11743,45089
51,882045870035918850,5046,29442
52,881906580714921986,3432,24361
53,881666595344535552,10803,50679
54,881633300179243008,7,128
55,881536004380872706,16173,49604
56,881268444196462592,5206,23127
57,880935762899988482,2810,17050
58,880872448815771648,3862,21354
59,880465832366813184,6362,28599
60,880221127280381952,4283,27155
61,880095782870896641,4406,27688
62,879862464715927552,3539,22360
63,879674319642796034,10,314
64,879492040517615616,3222,23464
65,879415818425184262,44705,106204
66,879376492567855104,3155,16802
67,879130579576475649,6935,0
68,879050749262655488,4774,22652
69,879008229531029506,2728,19017
70,878776093423087618,4179,19424
71,878604707211726852,7340,30379
72,878404777348136964,1310,0
73,878316110768087041,6749,0
74,878281511006478336,1310,7774
75,878057613040115712,6935,42170
76,877736472329191424,19446,80251
77,877611172832227328,81,0
78,877556246731214848,3882,22841
79,877316821321428993,5255,27440
80,877201837425926144,5682,27232
81,876838120628539392,3411,20745
82,876537666061221889,4679,23519
83,876484053909872640,2436,18832
84,876120275196170240,4770,28026
85,875747767867523072,4362,25291
86,875144289856114688,5004,22006
87,875097192612077568,6144,27520
88,875021211251597312,4793,25579
89,874680097055178752,4721,27966
90,874434818259525634,15048,0
91,874296783580663808,4189,26174
92,874057562936811520,4026,22759
93,874012996292530176,10661,34871
94,873580283840344065,4024,24382
95,873337748698140672,1619,0
96,873213775632977920,1619,7308
97,872967104147763200,5509,27554
98,872820683541237760,3772,14810
99,872668790621863937,28,0
100,872620804844003328,3785,20925
101,872486979161796608,9197,40973
102,872261713294495745,6471,34485
103,872122724285648897,8306,34701
104,871879754684805121,11484,38347
105,871762521631449091,3560,20431
106,871515927908634625,3535,20391
107,871166179821445120,5823,0
108,871102520638267392,5613,21102
109,871032628920680449,3895,22863
110,870804317367881728,6378,33978
111,870726314365509632,3,120
112,870656317836468226,2720,12563
113,870374049280663552,26942,83567
114,870308999962521604,4265,22059
115,870063196459192321,8593,37095
116,869772420881756160,10342,42919
117,869702957897576449,6515,28595
118,869596645499047938,3225,16190
119,869227993411051520,3908,20713
120,868880397819494401,14974,66554
121,868639477480148993,2166,0
122,868622495443632128,5955,27635
123,868552278524837888,2166,10332
124,867900495410671616,4319,24552
125,867774946302451713,7578,34532
126,867421006826221569,2605,16439
127,867072653475098625,131,0
128,867051520902168576,8165,32803
129,866720684873056260,5013,20469
130,866686824827068416,3621,19710
131,866450705531457537,36589,124525
132,866334964761202691,15048,53660
133,866094527597207552,8688,0
134,865718153858494464,5826,26124
135,865359393868664832,5212,27034
136,865006731092295680,7988,28579
137,864873206498414592,9101,33017
138,864279568663928832,3177,14940
139,864197398364647424,9354,30859
140,863907417377173506,4319,21093
141,863553081350529029,4350,15641
142,863471782782697472,2586,0
143,863432100342583297,5516,24348
144,863427515083354112,101,2313
145,863079547188785154,1151,8955
146,863062471531167744,2586,8756
147,862831371563274240,5309,19652
148,862722525377298433,3702,17497
149,862457590147678208,5199,21071
150,862096992088072192,24407,76586
151,861383897657036800,11215,37026
152,861288531465048066,4372,17660
153,861005113778896900,3998,17181
154,860981674716409858,2264,0
155,860924035999428608,855,0
156,860563773140209665,2264,7717
157,860524505164394496,5539,24256
158,860276583193509888,3648,18807
159,860184849394610176,6140,17164
160,860177593139703809,32439,0
161,859924526012018688,4302,20102
162,859851578198683649,3678,15836
163,859607811541651456,1654,19131
164,859196978902773760,31829,92750
165,859074603037188101,14320,34945
166,858860390427611136,8559,0
167,858843525470990336,3659,16025
168,858471635011153920,5095,22182
169,858107933456039936,3066,16228
170,857989990357356544,2723,16633
171,857746408056729600,11198,35367
172,857393404942143489,1721,6116
173,857263160327368704,4780,20655
174,857214891891077121,20,238
175,857062103051644929,179,0
176,857029823797047296,4231,19566
177,856602993587888130,11316,0
178,856543823941562368,3051,16856
179,856526610513747968,1993,12229
180,856330835276025856,717,0
181,856288084350160898,17,535
182,856282028240666624,6686,28632
183,855862651834028034,28,362
184,855860136149123072,1098,5119
185,855857698524602368,2247,12257
186,855851453814013952,18733,47075
187,855818117272018944,5778,27564
188,855459453768019968,8747,31096
189,855245323840757760,6358,0
190,855138241867124737,49,0
191,854732716440526848,6504,23752
192,854482394044301312,7351,30534
193,854365224396361728,5013,19672
194,854120357044912130,8008,33279
195,854010172552949760,3356,16868
196,853760880890318849,6211,29850
197,853639147608842240,10887,36470
198,853299958564483072,3820,16228
199,852936405516943360,2171,0
200,852912242202992640,1977,9461
201,852672615818899456,2307,15624
202,852553447878664193,3776,17160
203,852311364735569921,10651,34711
204,852226086759018497,7354,20965
205,852189679701164033,1701,12009
206,851953902622658560,10392,0
207,851861385021730816,23,0
208,851591660324737024,3733,17009
209,851464819735769094,7625,25493
210,851224888060895234,6180,21707
211,850753642995093505,10051,32683
212,850380195714523136,2823,13728
213,850333567704068097,361,3590
214,850145622816686080,4133,17188
215,850019790995546112,5308,21551
216,849776966551130114,8236,32094
217,849668094696017920,5379,0
218,849412302885593088,3395,16733
219,849336543269576704,2047,12051
220,849051919805034497,9253,44752
221,848690551926992896,4682,26620
222,848324959059550208,4998,26150
223,848213670039564288,813,8637
224,848212111729840128,3344,17277
225,847978865427394560,3541,0
226,847971574464610304,467,0
227,847962785489326080,5566,24822
228,847842811428974592,1467,5810
229,847617282490613760,456,7420
230,847606175596138505,3672,19832
231,847251039262605312,4655,21616
232,847157206088847362,6371,21160
233,847116187444137987,3473,22682
234,846874817362120707,4278,21272
235,846514051647705089,12651,47380
236,846505985330044928,3378,14997
237,846153765933735936,9877,33682
238,846139713627017216,10713,32679
239,846042936437604353,3141,16956
240,845812042753855489,9551,31096
241,845677943972139009,5218,26639
242,845397057150107648,1993,8092
243,845306882940190720,5879,24761
244,845098359547420673,8392,0
245,844979544864018432,2829,14473
246,844973813909606400,3516,16075
247,844704788403113984,11316,41196
248,844580511645339650,3428,17507
249,844223788422217728,2397,14483
250,843981021012017153,3196,16046
251,843856843873095681,5066,22763
252,843604394117681152,2993,17958
253,843235543001513987,6629,22871
254,842846295480000512,3923,16176
255,842765311967449089,1401,7185
256,842535590457499648,3831,19258
257,842163532590374912,6358,26104
258,842115215311396866,3312,14927
259,841833993020538882,16915,0
260,841680585030541313,8503,27309
261,841439858740625411,4037,13480
262,841320156043304961,5951,21053
263,841314665196081154,5166,16949
264,841077006473256960,5823,24457
265,840761248237133825,1926,0
266,840728873075638272,17785,0
267,840698636975636481,3,195
268,840696689258311684,1086,13133
269,840632337062862849,1926,9584
270,840370681858686976,5012,17586
271,840268004936019968,6303,20585
272,839990271299457024,2531,14352
273,839549326359670784,8559,29429
274,839290600511926273,155,0
275,839239871831150596,7208,29083
276,838952994649550848,4391,20980
277,838921590096166913,2285,11947
278,838916489579200512,37,0
279,838831947270979586,12218,0
280,838561493054533637,1465,11668
281,838476387338051585,5320,24212
282,838201503651401729,11177,0
283,838150277551247360,358,1794
284,838085839343206401,0,149
285,838083903487373313,3468,18865
286,837820167694528512,8688,36603
287,837482249356513284,488,4117
288,837471256429613056,2552,13725
289,837366284874571778,5843,22634
290,837110210464448512,2650,17144
291,836989968035819520,2538,13631
292,836753516572119041,5096,20618
293,836677758902222849,2451,13513
294,836648853927522308,608,0
295,836397794269200385,30479,0
296,836380477523124226,3244,15769
297,836260088725786625,4734,22761
298,836001077879255040,4773,20492
299,835685285446955009,9055,0
300,835574547218894849,4011,19103
301,835536468978302976,1882,0
302,835309094223372289,23298,0
303,835297930240217089,3304,17569
304,835264098648616962,1882,8333
305,835246439529840640,81,2237
306,835172783151792128,6362,28026
307,835152434251116546,3355,24109
308,834931633769889797,1825,11626
309,834786237630337024,6039,22637
310,834574053763584002,2806,14717
311,834477809192075265,11818,0
312,834458053273591808,1855,10321
313,834209720923721728,5308,22132
314,834167344700198914,4022,16902
315,834089966724603904,2357,10785
316,834086379323871233,2454,14026
317,833863086058651648,2665,14398
318,833826103416520705,3812,16468
319,833732339549220864,241,0
320,833722901757046785,3552,22203
321,833479644947025920,2290,15967
322,833124694597443584,5379,21722
323,832998151111966721,2457,14304
324,832769181346996225,42,0
325,832757312314028032,4018,18094
326,832682457690300417,3270,12778
327,832645525019123713,577,3138
328,832636094638288896,3110,17064
329,832397543355072512,2475,12866
330,832369877331693569,3541,18458
331,832273440279240704,2596,12153
332,832215909146226688,6877,0
333,832215726631055365,10414,0
334,832088576586297345,2,72
335,832040443403784192,10815,0
336,832032802820481025,5184,19237
337,831939777352105988,6835,25854
338,831926988323639298,36,367
339,831911600680497154,7261,29794
340,831670449226514432,2015,11245
341,831650051525054464,2171,7734
342,831552930092285952,2557,9702
343,831322785565769729,1698,9875
344,831315979191906304,1236,7000
345,831309418084069378,2710,12599
346,831262627380748289,2285,12827
347,830956169170665475,1678,8585
348,830583320585068544,18766,72111
349,830173239259324417,6360,0
350,830097400375152640,3351,10600
351,829878982036299777,5595,0
352,829861396166877184,2187,13200
353,829501995190984704,11818,34223
354,829449946868879360,2267,11304
355,829374341691346946,10392,37380
356,829141528400556032,8267,26457
357,829011960981237760,18095,57179
358,828801551087042563,3795,0
359,828770345708580865,6556,27591
360,828708714936930305,12509,39517
361,828650029636317184,1499,10269
362,828409743546925057,1281,6779
363,828408677031882754,1430,8256
364,828381636999917570,2484,13629
365,828376505180889089,1186,7988
366,828372645993398273,3263,13526
367,828361771580813312,191,2369
368,828046555563323392,3188,12712
369,828011680017821696,2391,11181
370,827933404142436356,5839,21783
371,827653905312006145,3348,16693
372,827600520311402496,1055,8015
373,827324948884643840,3418,17168
374,827199976799354881,2505,11443
375,826958653328592898,5595,23345
376,826848821049180160,11481,39515
377,826615380357632002,4402,0
378,826598799820865537,285,5533
379,826598365270007810,2625,10893
380,826476773533745153,4689,19924
381,826240494070030336,2892,14344
382,826204788643753985,1049,5273
383,826115272272650244,3501,16973
384,825876512159186944,2093,11323
385,825829644528148480,2783,13777
386,825535076884762624,19240,56303
387,825147591692263424,5117,19820
388,825120256414846976,1441,0
389,825026590719483904,1441,6896
390,824796380199809024,6141,0
391,824775126675836928,3948,16222
392,824663926340194305,1942,10911
393,824325613288833024,11609,12772
394,824297048279236611,4327,16289
395,824025158776213504,665,5168
396,823939628516474880,3035,11540
397,823719002937630720,12618,0
398,823699002998870016,2703,13625
399,823581115634085888,2968,14132
400,823333489516937216,29,758
401,823322678127919110,4515,17093
402,823269594223824897,11065,0
403,822975315408461824,3860,18781
404,822872901745569793,49264,143672
405,822859134160621569,2559,14319
406,822647212903690241,7186,0
407,822610361945911296,3323,16008
408,822489057087389700,7186,19705
409,822462944365645825,16595,31108
410,822244816520155136,11065,38053
411,822163064745328640,5413,0
412,821886076407029760,2631,12349
413,821813639212650496,3748,0
414,821765923262631936,1864,9161
415,821522889702862852,1981,8705
416,821421320206483457,6276,0
417,821407182352777218,4899,12813
418,821153421864615936,10,276
419,821149554670182400,2263,9504
420,821107785811234820,2396,10441
421,821044531881721856,2570,13741
422,820837357901512704,7512,0
423,820749716845686786,11177,34327
424,820690176645140481,3625,13284
425,820494788566847489,634,0
426,820446719150292993,2905,0
427,820314633777061888,634,3630
428,820078625395449857,7058,21533
429,820013781606658049,1328,0
430,819952236453363712,1328,5798
431,819924195358416896,5450,14005
432,819711362133872643,3524,14626
433,819588359383371776,2215,10399
434,819347104292290561,1349,7853
435,819238181065359361,453,2494
436,819227688460238848,7512,25147
437,819015337530290176,41109,0
438,819015331746349057,21212,0
439,819006400881917954,21212,49077
440,819004803107983360,41109,93847
441,818646164899774465,23423,0
442,818627210458333184,8359,24157
443,818614493328580609,2904,10742
444,818588835076603904,6931,0
445,818536468981415936,2786,11896
446,818307523543449600,9131,0
447,818259473185828864,2561,11985
448,818145370475810820,2922,13395
449,817908911860748288,889,5260
450,817827839487737858,30479,56521
451,817777686764523521,2998,11651
452,817536400337801217,3413,12852
453,817502432452313088,3815,0
454,817423860136083457,16915,37370
455,817415592588222464,1083,6121
456,817181837579653120,9580,0
457,817171292965273600,2260,9504
458,817120970343411712,2947,13223
459,817056546584727552,1860,9337
460,816829038950027264,5320,0
461,816816676327063552,2298,10889
462,816697700272001025,2476,10678
463,816450570814898180,9131,33339
464,816336735214911488,2203,9384
465,816091915477250048,2425,9728
466,816062466425819140,1180,0
467,816014286006976512,5987,0
468,815990720817401858,1180,5442
469,815966073409433600,9580,24528
470,815745968457060357,4649,0
471,815736392542261248,2551,10721
472,815639385530101762,1855,8972
473,815390420867969024,4283,11262
474,814986499976527872,1460,8325
475,814638523311648768,3053,12294
476,814578408554463233,6559,0
477,814530161257443328,2093,9458
478,814153002265309185,9799,31380
479,813944609378369540,3638,0
480,813910438903693312,2121,10132
481,813812741911748608,15801,39658
482,813800681631023104,1994,9117
483,813217897535406080,8224,20392
484,813202720496779264,2030,10005
485,813187593374461952,4924,21670
486,813172488309972993,2168,10196
487,813157409116065792,2494,8450
488,813142292504645637,2657,9186
489,813130366689148928,499,4873
490,813127251579564032,3541,12970
491,813112105746448384,3118,11287
492,813096984823349248,4081,11491
493,813081950185472002,3124,10790
494,813066809284972545,2193,8689
495,813051746834595840,8250,22873
496,812781120811126785,2154,8261
497,812747805718642688,7845,0
498,812709060537683968,1614,7235
499,812503143955202048,1382,6653
500,812466873996607488,2174,8737
501,812372279581671427,4142,14959
502,811985624773361665,1590,7947
503,811744202451197953,1823,8255
504,811647686436880384,837,6091
505,811627233043480576,3538,14002
506,811386762094317568,7226,22834
507,810984652412424192,1613,5837
508,810896069567610880,2023,9889
509,810657578271330305,2982,11988
510,810284430598270976,12948,38808
511,810254108431155201,3795,16063
512,809920764300447744,4402,16923
513,809808892968534016,5552,0
514,809448704142938112,1661,7576
515,809220051211603969,6360,21804
516,809084759137812480,3954,14440
517,808838249661788160,3433,11043
518,808733504066486276,2442,8637
519,808501579447930884,2924,12336
520,808344865868283904,23423,46466
521,808134635716833280,6742,0
522,808106460588765185,2461,9534
523,808001312164028416,3991,13752
524,807621403335917568,4158,15960
525,807106840509214720,61265,123238
526,807059379405148160,8290,0
527,807010152071229440,4305,14257
528,806629075125202948,39571,82376
529,806620845233815552,6235,0
530,806576416489959424,2180,5291
531,806542213899489280,2683,11169
532,806242860592926720,13229,0
533,806219024703037440,1356,7009
534,805958939288408065,6065,0
535,805932879469572096,2145,9032
536,805826884734976000,2069,7189
537,805823200554876929,9110,0
538,805520635690676224,1870,6267
539,805487436403003392,2858,9586
540,805207613751304193,1920,8512
541,804738756058218496,4354,15043
542,804475857670639616,2274,6744
543,804413760345620481,3632,0
544,804026241225523202,18334,48830
545,803773340896923648,3131,11004
546,803692223237865472,8416,0
547,803638050916102144,4689,12024
548,803380650405482500,2102,8472
549,803321560782307329,6039,0
550,803276597545603072,2792,10985
551,802952499103731712,2267,9886
552,802624713319034886,3310,0
553,802600418706604034,1660,7799
554,802572683846291456,2836,9791
555,802323869084381190,6614,17786
556,802265048156610565,1538,6937
557,802239329049477120,2943,9930
558,802185808107208704,305,0
559,801958328846974976,1930,8453
560,801854953262350336,263,1924
561,801538201127157760,2328,8962
562,801285448605831168,937,6648
563,801167903437357056,6742,26869
564,801127390143516673,4498,0
565,801115127852503040,2362,8839
566,800859414831898624,109,757
567,800855607700029440,1841,0
568,800751577355128832,3130,11492
569,800513324630806528,3402,14401
570,800459316964663297,2425,10348
571,800443802682937345,4902,0
572,800388270626521089,3161,12213
573,800188575492947969,4452,0
574,800141422401830912,2905,16761
575,800018252395122689,14920,31123
576,799774291445383169,5320,0
577,799757965289017345,2443,9211
578,799422933579902976,2158,8806
579,799308762079035393,6278,0
580,799297110730567681,3145,10862
581,799063482566066176,2785,8856
582,798933969379225600,5071,14431
583,798925684722855936,1623,8127
584,798705661114773508,7496,0
585,798701998996647937,8851,0
586,798697898615730177,7375,0
587,798694562394996736,5637,0
588,798686750113755136,2627,0
589,798682547630837760,5365,0
590,798673117451325440,6302,0
591,798665375516884993,4408,0
592,798644042770751489,2094,0
593,798628517273620480,2220,0
594,798585098161549313,6465,0
595,798576900688019456,6671,0
596,798340744599797760,3811,0
597,798209839306514432,2883,11358
598,797971864723324932,3562,12775
599,797545162159308800,5490,15904
600,797236660651966464,7498,21922
601,797165961484890113,32,253
602,796904159865868288,10102,0
603,796865951799083009,2148,8405
604,796759840936919040,3470,13014
605,796563435802726400,8293,0
606,796484825502875648,1994,8314
607,796387464403357696,4715,12095
608,796177847564038144,16217,0
609,796149749086875649,16217,35524
610,796125600683540480,2023,5424
611,796116448414461957,2739,9951
612,796080075804475393,2620,9258
613,796031486298386433,4182,11847
614,795464331001561088,26971,54649
615,795400264262053889,3241,11076
616,795076730285391872,6141,17800
617,794983741416415232,3817,0
618,794926597468000259,2623,11276
619,794355576146903043,11661,0
620,794332329137291264,2995,10483
621,794205286408003585,3769,10108
622,793962221541933056,5552,18486
623,793845145112371200,2121,10096
624,793614319594401792,3540,0
625,793601777308463104,1850,8742
626,793500921481273345,2699,11734
627,793286476301799424,10414,27019
628,793271401113350145,2670,9471
629,793256262322548741,9431,21921
630,793241302385262592,3713,11562
631,793226087023144960,3234,10787
632,793210959003287553,3197,9805
633,793195938047070209,6357,16744
634,793180763617361921,2242,7581
635,793165685325201412,3153,10311
636,793150605191548928,1934,6774
637,793135492858580992,2808,7083
638,793120401413079041,4412,13914
639,792913359805018113,4554,15751
640,792883833364439040,4832,12405
641,792773781206999040,1905,8051
642,792394556390137856,4858,14816
643,792050063153438720,2031,7879
644,791821351946420224,23809,0
645,791784077045166082,10944,0
646,791780927877898241,4301,0
647,791774931465953280,25170,49432
648,791672322847637504,3540,12882
649,791406955684368384,4649,14399
650,791312159183634433,2867,9641
651,791026214425268224,4676,0
652,790987426131050500,2416,10870
653,790946055508652032,5320,18222
654,790723298204217344,2623,0
655,790698755171364864,2154,8996
656,790581949425475584,8102,22672
657,790337589677002753,2110,8583
658,790277117346975746,3638,13778
659,790227638568808452,4055,0
660,789986466051088384,2623,10164
661,789960241177853952,4704,0
662,789903600034189313,4677,11399
663,789628658055020548,2013,8274
664,789599242079838210,2187,7446
665,789530877013393408,3817,12897
666,789314372632018944,2609,9435
667,789280767834746880,5600,0
668,789268448748703744,2930,10012
669,789137962068021249,3154,10650
670,788908386943430656,14029,30027
671,788765914992902144,11661,30070
672,788552643979468800,8178,0
673,788412144018661376,6006,17106
674,788178268662984705,2410,7942
675,788150585577050112,1476,6741
676,788070120937619456,3854,0
677,788039637453406209,1494,6725
678,787810552592695296,3445,9518
679,787717603741622272,3142,11193
680,787397959788929025,3198,11877
681,787322443945877504,1974,8550
682,787111942498508800,7576,0
683,786963064373534720,9055,29104
684,786729988674449408,2737,0
685,786709082849828864,6877,19912
686,786664955043049472,2904,11697
687,786595970293370880,3507,10298
688,786363235746385920,3959,11949
689,786286427768250368,3241,8753
690,786233965241827333,5413,16806
691,786051337297522688,174,1578
692,786036967502913536,7985,0
693,785927819176054784,3564,12459
694,785872687017132033,2063,7319
695,785639753186217984,2497,8549
696,785533386513321988,2274,9997
697,785515384317313025,1430,6675
698,785264754247995392,1851,7961
699,785170936622350336,5496,13258
700,784826020293709826,3632,11119
701,784517518371221505,2866,9827
702,784431430411685888,1447,6221
703,784183165795655680,9110,22041
704,784057939640352768,12618,32755
705,783839966405230592,12218,32939
706,783821107061198850,2217,8057
707,783695101801398276,3628,11422
708,783466772167098368,2544,9268
709,783391753726550016,6219,18498
710,783347506784731136,6332,0
711,783334639985389568,13229,31999
712,783085703974514689,2498,8918
713,782969140009107456,8290,26410
714,782747134529531904,1569,8164
715,782722598790725632,6065,18884
716,782598640137187329,2122,8531
717,782305867769217024,6276,18236
718,782021823840026624,7041,0
719,781955203444699136,3793,12133
720,781661882474196992,3054,11422
721,781655249211752448,1258,4376
722,781524693396357120,6235,22704
723,781308096455073793,2869,7796
724,781251288990355457,2370,9246
725,781163403222056960,3071,10679
726,780931614150983680,8293,23658
727,780858289093574656,2249,7857
728,780800785462489090,1461,6032
729,780601303617732608,3748,13227
730,780543529827336192,1959,6889
731,780496263422808064,4194,0
732,780476555013349377,133,0
733,780459368902959104,1197,5774
734,780192070812196864,2525,9525
735,780092040432480260,2587,0
736,780074436359819264,5632,13406
737,779834332596887552,7985,20804
738,779377524342161408,3511,9644
739,779124354206535695,20730,0
740,779123168116150273,4099,12897
741,779056095788752897,5097,16169
742,778990705243029504,8207,21883
743,778774459159379968,11206,0
744,778764940568104960,413,936
745,778748913645780993,1503,7540
746,778650543019483137,1681,6311
747,778624900596654080,1137,5075
748,778408200802557953,4888,14879
749,778396591732486144,13778,0
750,778383385161035776,1237,6384
751,778286810187399168,3724,11333
752,778039087836069888,2975,9248
753,778027034220126208,1830,7166
754,777953400541634568,3959,0
755,777885040357281792,1845,6938
756,777684233540206592,3310,12265
757,777641927919427584,4798,0
758,777621514455814149,2809,9548
759,777189768882946048,4856,15610
760,776819012571455488,15411,0
761,776813020089548800,1359,5327
762,776477788987613185,3151,9673
763,776249906839351296,10316,0
764,776218204058357768,17963,32727
765,776201521193218049,2828,10465
766,776113305656188928,4902,12825
767,776088319444877312,171,2002
768,775898661951791106,17380,0
769,775842724423557120,3016,12765
770,775733305207554048,4498,15102
771,775729183532220416,5153,14085
772,775364825476165632,3357,8124
773,775350846108426240,4402,11070
774,775085132600442880,5320,16953
775,774757898236878852,1981,9295
776,774639387460112384,1953,7329
777,774314403806253056,6278,23722
778,773985732834758656,4361,11707
779,773922284943896577,1939,6963
780,773704687002451968,1835,7185
781,773670353721753600,1454,5807
782,773547596996571136,6931,24030
783,773336787167145985,5731,0
784,773308824254029826,8392,25284
785,773247561583001600,3595,10204
786,773191612633579521,4608,10885
787,772877495989305348,4364,9358
788,772826264096874500,2607,8689
789,772615324260794368,3779,0
790,772581559778025472,1905,7056
791,772193107915964416,1556,6538
792,772152991789019136,1263,4106
793,772117678702071809,819,4080
794,772114945936949249,527,2948
795,772102971039580160,1037,4363
796,771908950375665664,2119,7162
797,771770456517009408,3811,13086
798,771500966810099713,2933,8996
799,771380798096281600,5731,11483
800,771171053431250945,8467,0
801,771136648247640064,3270,10008
802,771102124360998913,1610,6768
803,771014301343748096,1853,7493
804,771004394259247104,246,0
805,770787852854652928,1372,5397
806,770772759874076672,1583,5648
807,770743923962707968,50999,0
808,770655142660169732,1960,7972
809,770414278348247044,2311,6856
810,770293558247038976,1670,6783
811,770093767776997377,3410,0
812,770069151037685760,2581,8243
813,769940425801170949,10815,34245
814,769695466921623552,1863,6961
815,769335591808995329,8602,0
816,769212283578875904,1919,5877
817,768970937022709760,7333,15679
818,768909767477751808,3031,0
819,768855141948723200,1002,4574
820,768609597686943744,1349,4480
821,768596291618299904,1433,5472
822,768554158521745409,6527,0
823,768473857036525572,3839,14803
824,768193404517830656,3959,11869
825,767884188863397888,1576,5178
826,767754930266464257,6039,17448
827,767500508068192258,2611,8141
828,767191397493538821,4275,13357
829,767122157629476866,3189,10998
830,766864461642756096,6340,0
831,766793450729734144,1524,5533
832,766714921925144576,428,2823
833,766693177336135680,884,4394
834,766423258543644672,1778,6548
835,766313316352462849,2112,7364
836,766078092750233600,2897,0
837,766069199026450432,976,4655
838,766008592277377025,554,4059
839,765719909049503744,2407,7863
840,765669560888528897,1362,5643
841,765395769549590528,3783,28600
842,765371061932261376,2406,7698
843,765222098633691136,3779,12637
844,764857477905154048,1970,6961
845,764259802650378240,1699,6583
846,763956972077010945,61,798
847,763837565564780549,4676,13715
848,763183847194451968,1653,5892
849,763167063695355904,3380,0
850,763103485927849985,2539,7987
851,762699858130116608,4055,13233
852,762471784394268675,7301,12271
853,762464539388485633,4704,11248
854,762316489655476224,1260,5245
855,762035686371364864,17441,34748
856,761976711479193600,2252,5877
857,761750502866649088,4404,0
858,761745352076779520,954,4628
859,761672994376806400,32439,53773
860,761599872357261312,1310,4488
861,761371037149827077,19976,0
862,761334018830917632,1613,5675
863,761292947749015552,1229,4852
864,761227390836215808,1725,5781
865,761004547850530816,3854,12230
866,760893934457552897,1080,4150
867,760656994973933572,2144,7171
868,760641137271070720,1441,5378
869,760539183865880579,4044,8223
870,760521673607086080,1560,4597
871,760290219849637889,12805,29059
872,760252756032651264,964,4275
873,760190180481531904,2016,6201
874,760153949710192640,37,0
875,759943073749200896,2326,6454
876,759923798737051648,6340,15949
877,759846353224826880,2211,7286
878,759793422261743616,2125,6481
879,759566828574212096,23616,0
880,759557299618865152,1309,5100
881,759447681597108224,2737,9231
882,759446261539934208,546,1815
883,759197388317847553,2165,6577
884,759159934323924993,1308,0
885,759099523532779520,4674,15765
886,759047813560868866,2243,7072
887,758854675097526272,994,3844
888,758828659922702336,4261,12131
889,758740312047005698,1779,6210
890,758474966123810816,1101,4138
891,758467244762497024,2476,5217
892,758405701903519748,2139,5640
893,758355060040593408,1206,3721
894,758099635764359168,11206,20836
895,758041019896193024,421,2944
896,757741869644341248,3608,7465
897,757729163776290825,9053,0
898,757725642876129280,1360,4924
899,757611664640446465,1240,4935
900,757597904299253760,323,0
901,757596066325864448,1178,4726
902,757400162377592832,7579,16434
903,757393109802180609,1942,6330
904,757354760399941633,1585,4905
905,756998049151549440,2209,6793
906,756939218950160384,2231,7208
907,756651752796094464,1473,5505
908,756526248105566208,4038,11289
909,756303284449767430,1200,4285
910,756288534030475264,19406,45868
911,756275833623502848,1700,6973
912,755955933503782912,3198,7937
913,755206590534418437,5980,17831
914,755110668769038337,12310,22975
915,754874841593970688,8929,0
916,754856583969079297,2799,7444
917,754747087846248448,580,2791
918,754482103782404096,2160,5744
919,754449512966619136,819,4075
920,754120377874386944,2588,8486
921,754011816964026368,4000,9535
922,753655901052166144,2426,6332
923,753420520834629632,3971,8570
924,753398408988139520,2127,6270
925,753375668877008896,2587,8238
926,753298634498793472,6424,0
927,753294487569522689,1156,3690
928,753039830821511168,23298,40202
929,753026973505581056,1082,4216
930,752932432744185856,7576,13677
931,752917284578922496,1745,7441
932,752701944171524096,3199,0
933,752682090207055872,1786,6515
934,752660715232722944,1745,4778
935,752568224206688256,2538,6013
936,752519690950500352,3815,7981
937,752334515931054080,1225,4138
938,752309394570878976,18514,0
939,752173152931807232,2050,6445
940,751950017322246144,1033,3341
941,751937170840121344,1489,5655
942,751830394383790080,2168,6284
943,751793661361422336,3243,6348
944,751598357617971201,3357,8538
945,751583847268179968,1238,4781
946,751538714308972544,1402,5444
947,751456908746354688,1098,3463
948,751251247299190784,6517,13534
