tweet_id,retweet_count,favorite_count
838085839343206401,0,149
838083903487373313,3468,18865
837820167694528512,8688,36603
837482249356513284,488,4117
837471256429613056,2552,13725
837366284874571778,5843,22634
837110210464448512,2650,17144
836989968035819520,2538,13631
836753516572119041,5096,20618
836677758902222849,2451,13513
836648853927522308,608,0
836397794269200385,30479,0
836380477523124226,3244,15769
836260088725786625,4734,22761
836001077879255040,4773,20492
835685285446955009,9055,0
835574547218894849,4011,19103
835536468978302976,1882,0
835309094223372289,23298,0
835297930240217089,3304,17569
835264098648616962,1882,8333
835246439529840640,81,2237
835172783151792128,6362,28026
835152434251116546,3355,24109
834931633769889797,1825,11626
834786237630337024,6039,22637
834574053763584002,2806,14717
834477809192075265,11818,0
834458053273591808,1855,10321
834209720923721728,5308,22132
834167344700198914,4022,16902
834089966724603904,2357,10785
834086379323871233,2454,14026
833863086058651648,2665,14398
833826103416520705,3812,16468
833732339549220864,241,0
833722901757046785,3552,22203
833479644947025920,2290,15967
833124694597443584,5379,21722
832998151111966721,2457,14304
832769181346996225,42,0
832757312314028032,4018,18094
832682457690300417,3270,12778
832645525019123713,577,3138
832636094638288896,3110,17064
832397543355072512,2475,12866
832369877331693569,3541,18458
832273440279240704,2596,12153
832215909146226688,6877,0
832215726631055365,10414,0
832088576586297345,2,72
832040443403784192,10815,0
832032802820481025,5184,19237
831939777352105988,6835,25854
831926988323639298,36,367
831911600680497154,7261,29794
831670449226514432,2015,11245
831650051525054464,2171,7734
831552930092285952,2557,9702
831322785565769729,1698,9875
831315979191906304,1236,7000
831309418084069378,2710,12599
831262627380748289,2285,12827
830956169170665475,1678,8585
830583320585068544,18766,72111
830173239259324417,6360,0
830097400375152640,3351,10600
829878982036299777,5595,0
829861396166877184,2187,13200
829501995190984704,11818,34223
829449946868879360,2267,11304
829374341691346946,10392,37380
829141528400556032,8267,26457
829011960981237760,18095,57179
828801551087042563,3795,0
828770345708580865,6556,27591
828708714936930305,12509,39517
828650029636317184,1499,10269
828409743546925057,1281,6779
828408677031882754,1430,8256
828381636999917570,2484,13629
828376505180889089,1186,7988
828372645993398273,3263,13526
828361771580813312,191,2369
828046555563323392,3188,12712
828011680017821696,2391,11181
827933404142436356,5839,21783
827653905312006145,3348,16693
827600520311402496,1055,8015
827324948884643840,3418,17168
827199976799354881,2505,11443
826958653328592898,5595,23345
826848821049180160,11481,39515
826615380357632002,4402,0
826598799820865537,285,5533
826598365270007810,2625,10893
826476773533745153,4689,19924
826240494070030336,2892,14344
826204788643753985,1049,5273
826115272272650244,3501,16973
825876512159186944,2093,11323
825829644528148480,2783,13777
825535076884762624,19240,56303
825147591692263424,5117,19820
825120256414846976,1441,0
825026590719483904,1441,6896
824796380199809024,6141,0
824775126675836928,3948,16222
824663926340194305,1942,10911
824325613288833024,11609,12772
824297048279236611,4327,16289
824025158776213504,665,5168
823939628516474880,3035,11540
823719002937630720,12618,0
823699002998870016,2703,13625
823581115634085888,2968,14132
823333489516937216,29,758
823322678127919110,4515,17093
823269594223824897,11065,0
822975315408461824,3860,18781
822872901745569793,49264,143672
822859134160621569,2559,14319
822647212903690241,7186,0
822610361945911296,3323,16008
822489057087389700,7186,19705
822462944365645825,16595,31108
822244816520155136,11065,38053
822163064745328640,5413,0
821886076407029760,2631,12349
821813639212650496,3748,0
821765923262631936,1864,9161
821522889702862852,1981,8705
821421320206483457,6276,0
821407182352777218,4899,12813
821153421864615936,10,276
821149554670182400,2263,9504
821107785811234820,2396,10441
821044531881721856,2570,13741
820837357901512704,7512,0
820749716845686786,11177,34327
820690176645140481,3625,13284
820494788566847489,634,0
820446719150292993,2905,0
820314633777061888,634,3630
820078625395449857,7058,21533
820013781606658049,1328,0
819952236453363712,1328,5798
819924195358416896,5450,14005
819711362133872643,3524,14626
819588359383371776,2215,10399
819347104292290561,1349,7853
819238181065359361,453,2494
819227688460238848,7512,25147
819015337530290176,41109,0
819015331746349057,21212,0
819006400881917954,21212,49077
819004803107983360,41109,93847
818646164899774465,23423,0
818627210458333184,8359,24157
818614493328580609,2904,10742
818588835076603904,6931,0
818536468981415936,2786,11896
818307523543449600,9131,0
818259473185828864,2561,11985
818145370475810820,2922,13395
817908911860748288,889,5260
817827839487737858,30479,56521
817777686764523521,2998,11651
817536400337801217,3413,12852
817502432452313088,3815,0
817423860136083457,16915,37370
817415592588222464,1083,6121
817181837579653120,9580,0
817171292965273600,2260,9504
817120970343411712,2947,13223
817056546584727552,1860,9337
816829038950027264,5320,0
816816676327063552,2298,10889
816697700272001025,2476,10678
816450570814898180,9131,33339
816336735214911488,2203,9384
816091915477250048,2425,9728
816062466425819140,1180,0
816014286006976512,5987,0
815990720817401858,1180,5442
815966073409433600,9580,24528
815745968457060357,4649,0
815736392542261248,2551,10721
815639385530101762,1855,8972
815390420867969024,4283,11262
814986499976527872,1460,8325
814638523311648768,3053,12294
814578408554463233,6559,0
814530161257443328,2093,9458
814153002265309185,9799,31380
813944609378369540,3638,0
813910438903693312,2121,10132
813812741911748608,15801,39658
813800681631023104,1994,9117
813217897535406080,8224,20392
813202720496779264,2030,10005
813187593374461952,4924,21670
813172488309972993,2168,10196
813157409116065792,2494,8450
813142292504645637,2657,9186
813130366689148928,499,4873
813127251579564032,3541,12970
813112105746448384,3118,11287
813096984823349248,4081,11491
813081950185472002,3124,10790
813066809284972545,2193,8689
813051746834595840,8250,22873
812781120811126785,2154,8261
812747805718642688,7845,0
812709060537683968,1614,7235
812503143955202048,1382,6653
812466873996607488,2174,8737
812372279581671427,4142,14959
811985624773361665,1590,7947
811744202451197953,1823,8255
811647686436880384,837,6091
811627233043480576,3538,14002
811386762094317568,7226,22834
810984652412424192,1613,5837
810896069567610880,2023,9889
810657578271330305,2982,11988
810284430598270976,12948,38808
810254108431155201,3795,16063
809920764300447744,4402,16923
809808892968534016,5552,0
809448704142938112,1661,7576
809220051211603969,6360,21804
809084759137812480,3954,14440
808838249661788160,3433,11043
808733504066486276,2442,8637
808501579447930884,2924,12336
808344865868283904,23423,46466
808134635716833280,6742,0
808106460588765185,2461,9534
808001312164028416,3991,13752
807621403335917568,4158,15960
807106840509214720,61265,123238
807059379405148160,8290,0
807010152071229440,4305,14257
806629075125202948,39571,82376
806620845233815552,6235,0
806576416489959424,2180,5291
806542213899489280,2683,11169
806242860592926720,13229,0
806219024703037440,1356,7009
805958939288408065,6065,0
805932879469572096,2145,9032
805826884734976000,2069,7189
805823200554876929,9110,0
805520635690676224,1870,6267
805487436403003392,2858,9586
805207613751304193,1920,8512
804738756058218496,4354,15043
804475857670639616,2274,6744
804413760345620481,3632,0
804026241225523202,18334,48830
803773340896923648,3131,11004
803692223237865472,8416,0
803638050916102144,4689,12024
803380650405482500,2102,8472
803321560782307329,6039,0
803276597545603072,2792,10985
802952499103731712,2267,9886
802624713319034886,3310,0
802600418706604034,1660,7799
802572683846291456,2836,9791
802323869084381190,6614,17786
802265048156610565,1538,6937
802239329049477120,2943,9930
802185808107208704,305,0
801958328846974976,1930,8453
801854953262350336,263,1924
801538201127157760,2328,8962
801285448605831168,937,6648
801167903437357056,6742,26869
801127390143516673,4498,0
801115127852503040,2362,8839
800859414831898624,109,757
800855607700029440,1841,0
800751577355128832,3130,11492
800513324630806528,3402,14401
800459316964663297,2425,10348
800443802682937345,4902,0
800388270626521089,3161,12213
800188575492947969,4452,0
800141422401830912,2905,16761
800018252395122689,14920,31123
799774291445383169,5320,0
799757965289017345,2443,9211
799422933579902976,2158,8806
799308762079035393,6278,0
799297110730567681,3145,10862
799063482566066176,2785,8856
798933969379225600,5071,14431
798925684722855936,1623,8127
798705661114773508,7496,0
798701998996647937,8851,0
798697898615730177,7375,0
798694562394996736,5637,0
798686750113755136,2627,0
798682547630837760,5365,0
798673117451325440,6302,0
798665375516884993,4408,0
798644042770751489,2094,0
798628517273620480,2220,0
798585098161549313,6465,0
798576900688019456,6671,0
798340744599797760,3811,0
798209839306514432,2883,11358
797971864723324932,3562,12775
797545162159308800,5490,15904
797236660651966464,7498,21922
797165961484890113,32,253
796904159865868288,10102,0
796865951799083009,2148,8405
796759840936919040,3470,13014
796563435802726400,8293,0
796484825502875648,1994,8314
796387464403357696,4715,12095
796177847564038144,16217,0
796149749086875649,16217,35524
796125600683540480,2023,5424
796116448414461957,2739,9951
796080075804475393,2620,9258
796031486298386433,4182,11847
795464331001561088,26971,54649
795400264262053889,3241,11076
795076730285391872,6141,17800
794983741416415232,3817,0
794926597468000259,2623,11276
794355576146903043,11661,0
794332329137291264,2995,10483
794205286408003585,3769,10108
793962221541933056,5552,18486
793845145112371200,2121,10096
793614319594401792,3540,0
793601777308463104,1850,8742
793500921481273345,2699,11734
793286476301799424,10414,27019
793271401113350145,2670,9471
793256262322548741,9431,21921
793241302385262592,3713,11562
793226087023144960,3234,10787
793210959003287553,3197,9805
793195938047070209,6357,16744
793180763617361921,2242,7581
793165685325201412,3153,10311
793150605191548928,1934,6774
793135492858580992,2808,7083
793120401413079041,4412,13914
792913359805018113,4554,15751
792883833364439040,4832,12405
792773781206999040,1905,8051
792394556390137856,4858,14816
792050063153438720,2031,7879
791821351946420224,23809,0
791784077045166082,10944,0
791780927877898241,4301,0
791774931465953280,25170,49432
791672322847637504,3540,12882
791406955684368384,4649,14399
791312159183634433,2867,9641
791026214425268224,4676,0
790987426131050500,2416,10870
790946055508652032,5320,18222
790723298204217344,2623,0
790698755171364864,2154,8996
790581949425475584,8102,22672
790337589677002753,2110,8583
790277117346975746,3638,13778
790227638568808452,4055,0
789986466051088384,2623,10164
789960241177853952,4704,0
789903600034189313,4677,11399
789628658055020548,2013,8274
789599242079838210,2187,7446
789530877013393408,3817,12897
789314372632018944,2609,9435
789280767834746880,5600,0
789268448748703744,2930,10012
789137962068021249,3154,10650
788908386943430656,14029,30027
788765914992902144,11661,30070
788552643979468800,8178,0
788412144018661376,6006,17106
788178268662984705,2410,7942
788150585577050112,1476,6741
788070120937619456,3854,0
788039637453406209,1494,6725
787810552592695296,3445,9518
787717603741622272,3142,11193
787397959788929025,3198,11877
787322443945877504,1974,8550
787111942498508800,7576,0
786963064373534720,9055,29104
786729988674449408,2737,0
786709082849828864,6877,19912
786664955043049472,2904,11697
786595970293370880,3507,10298
786363235746385920,3959,11949
786286427768250368,3241,8753
786233965241827333,5413,16806
786051337297522688,174,1578
786036967502913536,7985,0
785927819176054784,3564,12459
785872687017132033,2063,7319
785639753186217984,2497,8549
785533386513321988,2274,9997
785515384317313025,1430,6675
785264754247995392,1851,7961
785170936622350336,5496,13258
784826020293709826,3632,11119
784517518371221505,2866,9827
784431430411685888,1447,6221
784183165795655680,9110,22041
784057939640352768,12618,32755
783839966405230592,12218,32939
783821107061198850,2217,8057
783695101801398276,3628,11422
783466772167098368,2544,9268
783391753726550016,6219,18498
783347506784731136,6332,0
783334639985389568,13229,31999
783085703974514689,2498,8918
782969140009107456,8290,26410
782747134529531904,1569,8164
782722598790725632,6065,18884
782598640137187329,2122,8531
782305867769217024,6276,18236
782021823840026624,7041,0
781955203444699136,3793,12133
781661882474196992,3054,11422
781655249211752448,1258,4376
781524693396357120,6235,22704
781308096455073793,2869,7796
781251288990355457,2370,9246
781163403222056960,3071,10679
780931614150983680,8293,23658
780858289093574656,2249,7857
780800785462489090,1461,6032
780601303617732608,3748,13227
780543529827336192,1959,6889
780496263422808064,4194,0
780476555013349377,133,0
780459368902959104,1197,5774
780192070812196864,2525,9525
780092040432480260,2587,0
780074436359819264,5632,13406
779834332596887552,7985,20804
779377524342161408,3511,9644
779124354206535695,20730,0
779123168116150273,4099,12897
779056095788752897,5097,16169
778990705243029504,8207,21883
778774459159379968,11206,0
778764940568104960,413,936
778748913645780993,1503,7540
778650543019483137,1681,6311
778624900596654080,1137,5075
778408200802557953,4888,14879
778396591732486144,13778,0
778383385161035776,1237,6384
778286810187399168,3724,11333
778039087836069888,2975,9248
778027034220126208,1830,7166
777953400541634568,3959,0
777885040357281792,1845,6938
777684233540206592,3310,12265
777641927919427584,4798,0
777621514455814149,2809,9548
777189768882946048,4856,15610
776819012571455488,15411,0
776813020089548800,1359,5327
776477788987613185,3151,9673
776249906839351296,10316,0
776218204058357768,17963,32727
776201521193218049,2828,10465
776113305656188928,4902,12825
776088319444877312,171,2002
775898661951791106,17380,0
775842724423557120,3016,12765
775733305207554048,4498,15102
775729183532220416,5153,14085
775364825476165632,3357,8124
775350846108426240,4402,11070
775085132600442880,5320,16953
774757898236878852,1981,9295
774639387460112384,1953,7329
774314403806253056,6278,23722
773985732834758656,4361,11707
773922284943896577,1939,6963
773704687002451968,1835,7185
773670353721753600,1454,5807
773547596996571136,6931,24030
773336787167145985,5731,0
773308824254029826,8392,25284
773247561583001600,3595,10204
773191612633579521,4608,10885
772877495989305348,4364,9358
772826264096874500,2607,8689
772615324260794368,3779,0
772581559778025472,1905,7056
772193107915964416,1556,6538
772152991789019136,1263,4106
772117678702071809,819,4080
772114945936949249,527,2948
772102971039580160,1037,4363
771908950375665664,2119,7162
771770456517009408,3811,13086
771500966810099713,2933,8996
771380798096281600,5731,11483
771171053431250945,8467,0
771136648247640064,3270,10008
771102124360998913,1610,6768
771014301343748096,1853,7493
771004394259247104,246,0
770787852854652928,1372,5397
770772759874076672,1583,5648
770743923962707968,50999,0
770655142660169732,1960,7972
770414278348247044,2311,6856
770293558247038976,1670,6783
770093767776997377,3410,0
770069151037685760,2581,8243
769940425801170949,10815,34245
769695466921623552,1863,6961
769335591808995329,8602,0
769212283578875904,1919,5877
768970937022709760,7333,15679
768909767477751808,3031,0
768855141948723200,1002,4574
768609597686943744,1349,4480
768596291618299904,1433,5472
768554158521745409,6527,0
768473857036525572,3839,14803
768193404517830656,3959,11869
767884188863397888,1576,5178
767754930266464257,6039,17448
767500508068192258,2611,8141
767191397493538821,4275,13357
767122157629476866,3189,10998
766864461642756096,6340,0
766793450729734144,1524,5533
766714921925144576,428,2823
766693177336135680,884,4394
766423258543644672,1778,6548
766313316352462849,2112,7364
766078092750233600,2897,0
766069199026450432,976,4655
766008592277377025,554,4059
765719909049503744,2407,7863
765669560888528897,1362,5643
765395769549590528,3783,28600
765371061932261376,2406,7698
765222098633691136,3779,12637
764857477905154048,1970,6961
764259802650378240,1699,6583
763956972077010945,61,798
763837565564780549,4676,13715
763183847194451968,1653,5892
763167063695355904,3380,0
763103485927849985,2539,7987
762699858130116608,4055,13233
762471784394268675,7301,12271
762464539388485633,4704,11248
762316489655476224,1260,5245
762035686371364864,17441,34748
761976711479193600,2252,5877
761750502866649088,4404,0
761745352076779520,954,4628
761672994376806400,32439,53773
761599872357261312,1310,4488
761371037149827077,19976,0
761334018830917632,1613,5675
761292947749015552,1229,4852
761227390836215808,1725,5781
761004547850530816,3854,12230
760893934457552897,1080,4150
760656994973933572,2144,7171
760641137271070720,1441,5378
760539183865880579,4044,8223
760521673607086080,1560,4597
760290219849637889,12805,29059
760252756032651264,964,4275
760190180481531904,2016,6201
760153949710192640,37,0
759943073749200896,2326,6454
759923798737051648,6340,15949
759846353224826880,2211,7286
759793422261743616,2125,6481
759566828574212096,23616,0
759557299618865152,1309,5100
759447681597108224,2737,9231
759446261539934208,546,1815
759197388317847553,2165,6577
759159934323924993,1308,0
759099523532779520,4674,15765
759047813560868866,2243,7072
758854675097526272,994,3844
758828659922702336,4261,12131
758740312047005698,1779,6210
758474966123810816,1101,4138
758467244762497024,2476,5217
758405701903519748,2139,5640
758355060040593408,1206,3721
758099635764359168,11206,20836
758041019896193024,421,2944
757741869644341248,3608,7465
757729163776290825,9053,0
757725642876129280,1360,4924
757611664640446465,1240,4935
757597904299253760,323,0
757596066325864448,1178,4726
757400162377592832,7579,16434
757393109802180609,1942,6330
757354760399941633,1585,4905
756998049151549440,2209,6793
756939218950160384,2231,7208
756651752796094464,1473,5505
756526248105566208,4038,11289
756303284449767430,1200,4285
756288534030475264,19406,45868
756275833623502848,1700,6973
755955933503782912,3198,7937
755206590534418437,5980,17831
755110668769038337,12310,22975
754874841593970688,8929,0
754856583969079297,2799,7444
754747087846248448,580,2791
754482103782404096,2160,5744
754449512966619136,819,4075
754120377874386944,2588,8486
754011816964026368,4000,9535
753655901052166144,2426,6332
753420520834629632,3971,8570
753398408988139520,2127,6270
753375668877008896,2587,8238
753298634498793472,6424,0
753294487569522689,1156,3690
753039830821511168,23298,40202
753026973505581056,1082,4216
752932432744185856,7576,13677
752917284578922496,1745,7441
752701944171524096,3199,0
752682090207055872,1786,6515
752660715232722944,1745,4778
752568224206688256,2538,6013
752519690950500352,3815,7981
752334515931054080,1225,4138
752309394570878976,18514,0
752173152931807232,2050,6445
751950017322246144,1033,3341
751937170840121344,1489,5655
751830394383790080,2168,6284
751793661361422336,3243,6348
751598357617971201,3357,8538
751583847268179968,1238,4781
751538714308972544,1402,5444
751456908746354688,1098,3463
751251247299190784,6517,13534
751205363882532864,2029,6821
751132876104687617,1444,5510
750868782890057730,1545,5186
750719632563142656,5600,14302
750506206503038976,1275,4820
750429297815552001,4798,14258
750383411068534784,1262,4910
750381685133418496,35,744
750147208377409536,1070,3341
750132105863102464,1400,3920
750117059602808832,1436,4664
750101899009982464,932,3295
750086836815486976,603,2345
750071704093859840,3709,8476
750056684286914561,984,3379
750041628174217216,686,3430
750026558547456000,872,2931
750011400160841729,1006,3507
749996283729883136,891,3268
749981277374128128,2711,5520
749774190421639168,1454,5023
749417653287129088,1854,6597
749403093750648834,607,2834
749395845976588288,3842,9293
749317047558017024,2451,5928
749075273010798592,2297,6234
749064354620928000,1676,5180
749036806121881602,866,3347
748977405889503236,3782,11599
748932637671223296,2492,6322
748705597323898880,1042,2986
748699167502000129,1767,5114
748692773788876800,1472,4577
748575535303884801,2206,6558
748568946752774144,747,2357
748346686624440324,1368,5632
748337862848962560,4569,8282
748324050481647620,845,4001
748307329658011649,792,3966
748220828303695873,8618,15242
747963614829678593,2384,6255
747933425676525569,2825,7153
747885874273214464,1093,3183
747844099428986880,824,3026
747816857231626240,1284,5235
747651430853525504,174,1489
747648653817413632,6454,13905
747600769478692864,603,2502
747594051852075008,1168,3974
747512671126323200,1748,5994
747461612269887489,1145,4174
747439450712596480,2130,5862
747242308580548608,3183,0
747219827526344708,1739,5687
747204161125646336,1011,3651
747103485104099331,4428,10333
746906459439529985,328,3111
746872823977771008,2369,6447
746818907684614144,1895,5699
746790600704425984,1762,5241
746757706116112384,4301,10278
746726898085036033,1977,6503
746542875601690625,2055,5419
746521445350707200,1085,0
746507379341139972,1193,5002
746369468511756288,1814,6505
746131877086527488,2433,7417
746056683365994496,907,3817
745789745784041472,1174,4352
745712589599014916,2566,7505
745433870967832576,2803,7648
745422732645535745,2694,9222
745314880350101504,3062,7702
745074613265149952,3875,8419
745057283344719872,2524,7786
744995568523612160,692,3218
744971049620602880,2962,8470
744709971296780288,1714,6021
744334592493166593,2363,7261
744234799360020481,77535,128494
744223424764059648,413,1828
743980027717509120,1202,4467
743895849529389061,1053,3919
743835915802583040,2311,0
743609206067040256,1513,4819
743595368194129920,7242,19852
743545585370791937,1037,3782
743510151680958465,4068,8484
743253157753532416,1333,4539
743222593470234624,2103,6663
743210557239623680,1506,4121
742534281772302336,3905,7566
742528092657332225,2189,4779
742465774154047488,4265,7788
742423170473463808,4194,10589
742385895052087300,2192,7305
742161199639494656,1511,4660
742150209887731712,1722,5536
741793263812808706,1661,4890
741743634094141440,3039,8772
741438259667034112,918,3944
741303864243200000,3557,9433
741099773336379392,6082,10762
741067306818797568,3410,10137
740995100998766593,3047,6875
740711788199743490,1028,3662
740699697422163968,859,3045
740676976021798912,7496,19476
740373189193256964,14654,37257
740365076218183684,481,2664
740359016048689152,941,3544
740214038584557568,2163,7179
739979191639244800,6527,21414
739932936087216128,1184,4355
739844404073074688,934,4064
739623569819336705,1502,4093
739606147276148736,1822,5783
739544079319588864,23616,42713
739485634323156992,3227,7737
739238157791694849,50999,73503
738891149612572673,6,115
738885046782832640,1250,4041
738883359779196928,892,3589
738537504001953792,1717,5466
738402415918125056,934,3512
738184450748633089,1328,4635
738166403467907072,3744,9434
738156290900254721,726,2711
737826014890496000,1949,5647
737800304142471168,3807,10712
737678689543020544,1468,5413
737445876994609152,4911,11069
737322739594330112,882,3870
737310737551491075,8136,15738
736736130620620800,1918,4631
736392552031657984,8178,19046
736365877722001409,1369,4291
736225175608430592,3039,8713
736010884653420544,3263,8478
735991953473572864,1260,3864
735648611367784448,1199,4309
735635087207878657,2592,6640
735274964362878976,5589,13942
735256018284875776,967,3599
735137028879360001,1059,3352
