tweet_id,retweet_count,favorite_count
734912297295085568,564,2928
734787690684657664,6909,13458
734776360183431168,592,2686
734559631394082816,432,1605
733828123016450049,854,3851
733822306246479872,1105,3936
733482008106668032,1041,3365
733460102733135873,1408,4511
733109485275860992,17380,45505
732732193018155009,586,2612
732726085725589504,968,3786
732585889486888962,849,3948
732375214819057664,2755,8648
732005617171337216,5987,15985
731285275100512256,1075,3732
731156023742988288,1391,4105
730924654643314689,2172,6564
730573383004487680,2368,5279
730427201120833536,1146,3720
730211855403241472,1150,4097
730196704625098752,2116,5229
729854734790754305,1223,4308
729838605770891264,418,1824
729823566028484608,1360,4265
729463711119904772,2520,6218
729113531270991872,360,2018
728986383096946689,893,3395
728760639972315136,1852,4995
728751179681943552,741,2991
728653952833728512,1139,3544
728409960103686147,2204,5275
728387165835677696,1045,3933
728046963732717569,1286,4621
728035342121635841,1835,4861
728015554473250816,1197,4397
727685679342333952,696,3134
727644517743104000,1914,6309
727524757080539137,1339,4788
727314416056803329,816,3552
727286334147182592,898,3247
727175381690781696,1496,4135
727155742655025152,1450,3895
726935089318363137,2678,7355
726887082820554753,1645,4105
726828223124897792,1099,3797
726224900189511680,1270,4719
725842289046749185,2897,7539
725786712245440512,1488,4452
725729321944506368,1948,5541
725458796924002305,680,1510
724983749226668032,1430,3962
724771698126512129,700,2537
724405726123311104,1803,5681
724049859469295616,1934,4634
724046343203856385,607,2850
724004602748780546,1733,4475
723912936180330496,1342,4147
723688335806480385,3259,8254
723673163800948736,976,3234
723179728551723008,2053,5659
722974582966214656,1718,4392
722613351520608256,1790,5292
721503162398597120,2055,4987
721001180231503872,671,2695
720785406564900865,843,3329
720775346191278080,743,2644
720415127506415616,1632,4407
720389942216527872,2762,6847
720340705894408192,1065,3065
720059472081784833,1238,4159
720043174954147842,2188,5231
719991154352222208,1915,5163
719704490224398336,1588,4875
719551379208073216,2116,5400
719367763014393856,805,2979
719339463458033665,1367,4709
719332531645071360,1043,3643
718971898235854848,1203,3730
718939241951195136,1919,5605
718631497683582976,8851,20249
718613305783398402,528,2618
718540630683709445,1105,2662
718460005985447936,582,2886
718454725339934721,1643,5209
718246886998687744,548,2058
718234618122661888,1091,4131
717841801130979328,651,2618
717790033953034240,1236,3102
717537687239008257,2013,6154
717428917016076293,497,1709
717421804990701568,923,3374
717047459982213120,2084,6691
717009362452090881,1072,3493
716802964044845056,1281,4557
716791146589110272,1518,5901
716730379797970944,460,1310
716447146686459905,6431,14023
716439118184652801,241,2523
716285507865542656,1193,2972
716080869887381504,1906,5221
715928423106027520,958,3421
715758151270801409,1557,3991
715733265223708672,1856,4980
715704790270025728,617,2993
715696743237730304,1413,4169
715680795826982913,1774,4617
715360349751484417,1717,5841
715342466308784130,748,3228
715220193576927233,716,2572
715200624753819648,2058,5469
715009755312439296,1354,4450
714982300363173890,1132,4013
714962719905021952,4680,7858
714957620017307648,1551,4419
714631576617938945,1092,3494
714606013974974464,1018,3868
714485234495041536,1273,2896
714258258790387713,785,3213
714251586676113411,918,3495
714214115368108032,962,2431
714141408463036416,1531,4593
713919462244790272,850,3490
713909862279876608,598,2042
713900603437621249,812,3016
713761197720473600,1502,5201
713411074226274305,1410,4708
713177543487135744,3104,7695
713175907180089344,1589,4761
712809025985978368,7375,19909
712717840512598017,5458,13219
712668654853337088,1329,4445
712438159032893441,1707,5684
712309440758808576,25,261
712097430750289920,1137,4059
712092745624633345,988,3144
712085617388212225,535,3453
712065007010385924,688,2420
711998809858043904,137,0
711968124745228288,2526,8608
711743778164514816,1076,3037
711732680602345472,4518,9529
711694788429553666,19976,35132
711652651650457602,1004,4137
711363825979756544,1248,3915
711306686208872448,798,3534
711008018775851008,685,3202
710997087345876993,1520,4863
710844581445812225,749,2728
710833117892898816,588,2882
710658690886586372,618,2468
710609963652087808,2568,5128
710588934686908417,2053,4876
710296729921429505,804,2530
710283270106132480,564,2276
710272297844797440,1378,4840
710269109699739648,1230,2568
710153181850935296,971,3102
710140971284037632,978,2957
710117014656950272,2180,5883
709918798883774466,1174,3187
709901256215666688,109,720
709852847387627521,1303,3748
709566166965075968,1324,3774
709556954897764353,1164,3511
709519240576036864,263,1591
709449600415961088,646,2380
709409458133323776,764,2802
709225125749587968,627,2564
709207347839836162,6389,13477
709198395643068416,700,2578
709179584944730112,738,2155
709158332880297985,454,2187
709042156699303936,1801,5101
708853462201716736,720,1913
708845821941387268,982,3174
708834316713893888,551,1822
708810915978854401,7625,17662
708738143638450176,891,2931
708711088997666817,798,2728
708479650088034305,744,2723
708469915515297792,897,3294
708400866336894977,11067,17147
708356463048204288,1479,3859
708349470027751425,808,2519
708149363256774660,1689,4563
708130923141795840,919,3624
708119489313951744,1069,2874
708109389455101952,591,2072
708026248782585858,2108,4668
707995814724026368,1227,3321
707983188426153984,2,51
707969809498152960,1064,2885
707776935007539200,1039,3509
707741517457260545,670,2663
707738799544082433,2707,4390
707693576495472641,1095,3667
707629649552134146,960,2765
707610948723478529,7041,18172
707420581654872064,768,2441
707411934438625280,655,2435
707387676719185920,1435,3758
707377100785885184,1179,3523
707315916783140866,705,2645
707297311098011648,880,2951
707059547140169728,741,2755
707038192327901184,879,2356
707021089608753152,1507,4349
707014260413456384,647,2462
706904523814649856,8602,15613
706901761596989440,662,2217
706681918348251136,1061,3552
706644897839910912,1200,2760
706593038911545345,690,2309
706538006853918722,1541,3705
706516534877929472,1131,3322
706346369204748288,1008,3689
706310011488698368,8775,22990
706291001778950144,511,1819
706265994973601792,1004,2917
706169069255446529,2440,4199
706166467411222528,1766,5513
706153300320784384,421,1599
705975130514706432,810,3327
705970349788291072,977,3368
705898680587526145,621,2542
705786532653883392,581,2093
705591895322394625,1268,3397
705475953783398401,1013,3172
705442520700944385,1813,4777
705428427625635840,1865,4085
705239209544720384,822,3215
705223444686888960,881,2762
705102439679201280,566,2309
705066031337840642,663,2329
704871453724954624,1221,4524
704859558691414016,601,2416
704847917308362754,1688,5479
704819833553219584,1107,2834
704761120771465216,3183,7122
704499785726889984,1092,3152
704491224099647488,93,820
704480331685040129,1161,3646
704364645503647744,3892,8626
704347321748819968,386,1695
704134088924532736,509,1622
704113298707505153,616,1988
704054845121142784,1004,3137
703774238772166656,510,1979
703769065844768768,1246,3535
703631701117943808,758,2783
703611486317502464,1667,4141
703425003149250560,1515,4083
703407252292673536,762,2642
703382836347330562,1254,3763
703356393781329922,424,2043
703268521220972544,608,2110
703079050210877440,3388,7918
703041949650034688,13778,28378
702932127499816960,796,2777
702899151802126337,494,1735
702684942141153280,1180,3450
702671118226825216,615,2348
702598099714314240,3605,11099
702539513671897089,1056,3077
702332542343577600,1704,3431
702321140488925184,1132,3528
702276748847800320,837,2654
702217446468493312,1472,5156
701981390485725185,1084,3690
701952816642965504,1114,4095
701889187134500865,1513,3827
701805642395348998,1857,3676
701601587219795968,505,2237
701570477911896070,1027,3021
701545186879471618,665,2843
701214700881756160,5637,13156
700890391244103680,629,2384
700864154249383937,669,2780
700847567345688576,546,2604
700796979434098688,1049,2613
700747788515020802,10316,24561
700518061187723268,876,2825
700505138482569216,625,2444
700462010979500032,1974,4448
700167517596164096,820,2847
700151421916807169,728,2405
700143752053182464,3031,8102
700062718104104960,761,2833
700029284593901568,637,2218
700002074055016451,1478,3550
699801817392291840,1059,3272
699788877217865730,543,2412
699779630832685056,1358,2971
699775878809702401,669,2100
699691744225525762,5039,11014
699446877801091073,2866,6372
699434518667751424,559,2329
699423671849451520,364,1469
699413908797464576,677,2213
699370870310113280,482,2016
699323444782047232,952,3392
699088579889332224,692,2397
699079609774645248,718,2624
699072405256409088,1298,3227
699060279947165696,1992,4054
699036661657767936,1310,2803
698989035503689728,1082,3637
698953797952008193,987,2903
698907974262222848,679,2727
698710712454139905,752,2655
698703483621523456,415,1559
698635131305795584,374,1375
698549713696649216,681,2487
698355670425473025,493,2004
698342080612007937,1041,2433
698262614669991936,2210,5100
698195409219559425,6559,18020
698178924120031232,809,3016
697995514407682048,364,1634
697990423684476929,1419,3527
697943111201378304,756,2575
697881462549430272,1302,3240
697630435728322560,592,1873
697616773278015490,1110,3384
697596423848730625,1381,3249
697575480820686848,553,2196
697516214579523584,1245,2227
697482927769255936,745,2600
697463031882764288,1513,3667
697270446429966336,2040,5015
697259378236399616,1096,3530
697255105972801536,1276,3243
697242256848379904,733,2699
696900204696625153,1124,3431
696894894812565505,739,2522
696886256886657024,1961,5184
696877980375769088,782,2628
696754882863349760,389,1579
696744641916489729,1042,2237
696713835009417216,720,2553
696518437233913856,1851,4188
696490539101908992,162,1312
696488710901260288,1134,2727
696405997980676096,1248,3451
696100768806522880,726,2079
695816827381944320,1283,3219
695794761660297217,855,3417
695767669421768709,819,2010
695629776980148225,2318,4914
695446424020918272,1983,4666
695409464418041856,3915,9240
695314793360662529,1621,3916
695095422348574720,674,2826
695074328191332352,1210,3054
695064344191721472,659,1723
695051054296211456,865,2857
694925794720792577,1009,2897
694905863685980160,1029,2968
694669722378485760,15878,38246
694356675654983680,317,1617
694352839993344000,681,2186
694342028726001664,533,1685
694329668942569472,549,2157
694206574471057408,2244,4498
694183373896572928,1017,3158
694001791655137281,1135,3632
693993230313091072,445,2007
693942351086120961,405,1853
693647888581312512,652,2897
693644216740769793,142,1443
693642232151285760,456,2732
693629975228977152,879,2630
693622659251335168,407,1652
693590843962331137,2160,5440
693582294167244802,282,1764
693486665285931008,684,1904
693280720173801472,1363,3601
693267061318012928,900,2558
693262851218264065,550,2394
693231807727280129,808,3069
693155686491000832,3521,8480
693109034023534592,672,1844
693095443459342336,507,2011
692919143163629568,817,2863
692905862751522816,967,2617
692901601640583168,663,1926
692894228850999298,885,2443
692828166163931137,965,3091
692752401762250755,4000,7333
692568918515392513,1685,4651
692535307825213440,1488,3433
692530551048294401,460,1983
692423280028966913,254,1581
692417313023332352,3815,10066
692187005137076224,901,2702
692158366030913536,878,2312
692142790915014657,430,1763
692041934689402880,1396,3642
692017291282812928,1052,3077
691820333922455552,1807,4234
691793053716221953,4614,8742
691756958957883396,1126,3107
691675652215414786,559,2079
691483041324204033,630,2547
691459709405118465,1261,4353
691444869282295808,932,2843
691416866452082688,8416,20805
691321916024623104,724,2773
691096613310316544,984,3180
691090071332753408,374,1830
690989312272396288,3163,6356
690959652130045952,1382,3836
690938899477221376,2195,4444
690932576555528194,1118,3527
690735892932222976,1409,4047
690728923253055490,572,2324
690690673629138944,869,2491
690649993829576704,308,1405
690607260360429569,19,311
690597161306841088,660,2108
690400367696297985,496,2001
690374419777196032,952,3484
690360449368465409,978,2861
690348396616552449,559,1612
690248561355657216,454,1809
690021994562220032,1140,2994
690015576308211712,810,2685
690005060500217858,1857,3924
689999384604450816,413,1529
689993469801164801,503,1576
689977555533848577,489,1462
689905486972461056,763,2603
689877686181715968,1306,3236
689835978131935233,828,2321
689661964914655233,1015,3429
689659372465688576,4289,11174
689623661272240129,717,2404
689599056876867584,6083,12511
689557536375177216,509,2208
689517482558820352,1570,3640
689289219123089408,1019,2420
689283819090870273,1216,3529
689280876073582592,791,2147
689275259254616065,272,1241
689255633275777024,1182,2758
689154315265683456,1105,3287
689143371370250240,569,2182
688916208532455424,959,2927
688908934925697024,848,2269
688898160958271489,868,2257
688894073864884227,772,2401
688828561667567616,407,1476
688804835492233216,215,1027
688789766343622656,729,2377
688547210804498433,771,2797
688519176466644993,802,2472
688385280030670848,4901,9991
688211956440801280,922,2386
688179443353796608,647,2270
688116655151435777,863,3027
688064179421470721,395,1841
687841446767013888,2790,5878
687826841265172480,1254,2930
687818504314159109,1056,2691
687807801670897665,768,2566
687732144991551489,725,1889
687704180304273409,932,2620
687664829264453632,564,2081
687494652870668288,635,2054
687480748861947905,274,1715
687476254459715584,593,2125
687460506001633280,595,2192
687399393394311168,688,2034
687317306314240000,10102,21605
687312378585812992,2094,4676
687127927494963200,2522,5872
687124485711986689,557,2321
687109925361856513,2723,6232
687102708889812993,1091,2511
687096057537363968,673,2406
686947101016735744,3494,9256
686760001961103360,1514,3766
686749460672679938,1616,3737
686730991906516992,1317,4455
686683045143953408,885,3009
686618349602762752,1500,3946
686606069955735556,595,2026
686394059078897668,752,1888
686386521809772549,977,3482
686377065986265092,621,2378
686358356425093120,753,2358
686286779679375361,1841,4292
686050296934563840,814,2368
686035780142297088,134,1245
686034024800862208,1294,3345
686007916130873345,460,2652
686003207160610816,706,1955
685973236358713344,590,2268
685943807276412928,676,1757
685906723014619143,3209,8083
685681090388975616,139,2173
685667379192414208,638,2508
685663452032069632,1609,3482
685641971164143616,855,3145
685547936038666240,17286,35435
685532292383666176,1270,3266
685325112850124800,4404,10215
685321586178670592,712,2847
685315239903100929,1189,3597
685307451701334016,484,2213
685268753634967552,1335,3339
685198997565345792,737,2493
685169283572338688,1576,4393
684969860808454144,422,2465
684959798585110529,3447,7157
684940049151070208,1154,3449
684926975086034944,527,3767
684914660081053696,1613,3759
684902183876321280,590,2011
684880619965411328,913,2251
684830982659280897,23809,37714
684800227459624960,1090,2915
684594889858887680,3903,9611
684588130326986752,1553,4419
684567543613382656,1369,3227
684538444857667585,1061,2850
684481074559381504,1291,4147
684460069371654144,614,2121
684241637099323392,3637,8778
684225744407494656,233,1332
684222868335505415,1527,4128
684200372118904832,1136,2331
684195085588783105,573,2054
684188786104872960,1299,3735
684177701129875456,741,2168
684147889187209216,1651,3196
684122891630342144,526,2132
684097758874210310,1583,4412
683857920510050305,1228,4070
683852578183077888,388,2065
683849932751646720,1082,2817
683834909291606017,1221,2815
683828599284170753,1162,2995
683773439333797890,1488,3596
683742671509258241,3672,7003
683515932363329536,3199,7902
683498322573824003,1056,3395
683481228088049664,1090,2822
683462770029932544,740,2615
683449695444799489,1773,4179
683391852557561860,2627,8164
683357973142474752,1037,3160
683142553609318400,1151,3093
683111407806746624,1008,3655
683098815881154561,717,2324
683078886620553216,617,2127
683030066213818368,806,2315
682962037429899265,18452,39816
682808988178739200,204,1903
682788441537560576,1232,2650
682750546109968385,479,1630
682697186228989953,394,1410
682662431982772225,1181,3264
682638830361513985,658,2207
682429480204398592,1279,3678
682406705142087680,1950,8143
682393905736888321,752,2386
682389078323662849,511,1788
682303737705140231,1101,3303
682259524040966145,1347,4472
682242692827447297,1302,3488
682088079302213632,10944,19695
682059653698686977,1870,5319
682047327939461121,1063,3446
682032003584274432,2226,7058
682003177596559360,1679,3379
681981167097122816,1133,2968
681891461017812993,920,2646
681694085539872773,4452,13726
681679526984871937,489,1881
681654059175129088,1024,2836
681610798867845120,519,2050
681579835668455424,1449,3806
681523177663676416,6424,15383
681340665377193984,306,1763
681339448655802368,4472,9975
681320187870711809,841,2852
681302363064414209,2018,4234
681297372102656000,1059,3415
681281657291280384,1214,3445
681261549936340994,300,1559
681242418453299201,603,1605
681231109724700672,530,2560
681193455364796417,1638,3983
680970795137544192,725,2598
680959110691590145,2190,4886
680940246314430465,1169,3456
680934982542561280,485,2225
680913438424612864,683,2557
680889648562991104,404,1895
680836378243002368,1474,3688
680805554198020098,730,2320
680801747103793152,909,2541
680798457301471234,1147,3060
680609293079592961,785,2822
680583894916304897,1474,3857
680497766108381184,2109,4533
680494726643068929,530,1838
680473011644985345,823,2712
680440374763077632,553,1552
680221482581123072,319,1558
680206703334408192,1292,3040
680191257256136705,561,2295
680176173301628928,1718,4178
680161097740095489,805,2478
680145970311643136,1917,3876
680130881361686529,1045,2458
680115823365742593,1003,2901
680100725817409536,1508,3813
680085611152338944,9788,13680
680070545539371008,963,2752
680055455951884288,7845,17891
679877062409191424,706,2101
679872969355714560,726,2317
679862121895714818,684,2630
679854723806179328,1356,3072
679844490799091713,860,2535
679828447187857408,15411,38836
679777920601223168,1235,3304
679736210798047232,883,2244
679729593985699840,909,2313
679722016581222400,521,1771
679530280114372609,2282,5092
679527802031484928,802,2838
679511351870550016,1417,3614
679503373272485890,1630,3389
679475951516934144,703,2245
679462823135686656,20730,34059
679405845277462528,1329,2543
679158373988876288,8929,23024
679148763231985668,1132,2963
679132435750195208,1277,3175
679111216690831360,2816,6384
679062614270468097,9053,18313
679047485189439488,753,2409
679001094530465792,1354,3014
678991772295516161,1285,2490
678969228704284672,508,1752
678800283649069056,988,2748
678798276842360832,1305,3727
678774928607469569,1013,2967
678767140346941444,1508,3768
678764513869611008,526,1740
678755239630127104,3648,7635
678740035362037760,1875,4000
678708137298427904,2674,5942
678675843183484930,1634,3071
678643457146150913,472,2192
678446151570427904,1730,4263
678424312106393600,2793,5778
678410210315247616,2005,4527
678399652199309312,30340,61966
678396796259975168,461,1691
678389028614488064,460,1987
678380236862578688,988,2595
678341075375947776,590,1840
678334497360859136,294,1382
678278586130948096,6656,12251
678255464182861824,407,1688
678023323247357953,426,2052
678021115718029313,6970,14668
677961670166224897,1833,3624
677918531514703872,445,1435
677895101218201600,2322,5148
677716515794329600,1068,3243
677700003327029250,1570,3600
677698403548192770,348,1301
677687604918272002,920,2625
677673981332312066,1634,3548
677662372920729601,1067,2078
677644091929329666,869,1999
677573743309385728,801,2275
677565715327688705,500,1370
677557565589463040,1271,2596
677547928504967168,3965,7378
677530072887205888,244,1130
677335745548390400,1954,3246
677334615166730240,320,1440
677331501395156992,259,1157
677328882937298944,1634,3860
677314812125323265,587,1751
677301033169788928,453,1324
677269281705472000,768,2111
677228873407442944,1785,3762
677187300187611136,1002,2906
676975532580409345,1170,2940
676957860086095872,884,2338
676949632774234114,429,1376
676948236477857792,952,2299
676946864479084545,411,1806
676942428000112642,833,2202
676936541936185344,5365,13496
676916996760600576,1953,3153
676897532954456065,793,2378
676864501615042560,781,2234
676821958043033607,17051,24526
676819651066732545,722,1910
676811746707918848,459,1504
676776431406465024,2186,5289
676617503762681856,1074,3070
676613908052996102,210,1152
676606785097199616,478,1994
676603393314578432,426,1239
676593408224403456,2346,4841
676590572941893632,139,976
676588346097852417,867,2476
676582956622721024,306,1276
676575501977128964,1227,2736
676533798876651520,605,1987
676496375194980353,581,1598
676470639084101634,5090,12354
676440007570247681,732,1819
676430933382295552,374,1476
676263575653122048,591,2186
676237365392908289,322,1291
676219687039057920,33779,79171
676215927814406144,639,1834
676191832485810177,1113,2411
676146341966438401,724,2031
676121918416756736,1268,2269
676101918813499392,1252,2971
676098748976615425,1562,3189
676089483918516224,465,1388
675898130735476737,631,1734
675891555769696257,947,2254
675888385639251968,1038,2519
675878199931371520,1529,4422
675870721063669760,611,1736
675853064436391936,1411,2846
675849018447167488,165,999
675845657354215424,967,2417
675822767435051008,576,1611
675820929667219457,248,1108
675798442703122432,3673,10847
675781562965868544,513,1702
675740360753160193,375,1226
675710890956750848,899,2000
675707330206547968,746,2100
675706639471788032,103,680
675534494439489536,453,1904
675531475945709568,418,1244
675522403582218240,307,1095
675517828909424640,492,1379
675501075957489664,6302,18100
675497103322386432,1407,3310
675489971617296384,647,1365
675483430902214656,1052,1944
675432746517426176,613,1597
675372240448454658,546,1799
675362609739206656,250,1104
675354435921575936,18514,34523
675349384339542016,2449,4150
675334060156301312,1391,2929
675166823650848770,1745,3812
675153376133427200,2811,6629
675149409102012420,1819,3936
675147105808306176,260,994
675146535592706048,338,1260
675145476954566656,969,2245
675135153782571009,530,1364
675113801096802304,846,2054
675111688094527488,273,1012
675109292475830276,1218,2928
675047298674663426,354,1113
675015141583413248,1291,2848
675006312288268288,243,1024
675003128568291329,505,1630
674999807681908736,1193,2364
674805413498527744,382,909
674800520222154752,930,3159
674793399141146624,1176,2636
674790488185167872,271,1153
674788554665512960,223,848
674781762103414784,1303,2097
674774481756377088,513,1184
674767892831932416,858,1925
674764817387900928,257,828
674754018082705410,481,1427
674752233200820224,501,1542
674743008475090944,589,1470
674742531037511680,54,514
674739953134403584,423,1172
674737130913071104,99,673
674690135443775488,499,1203
674670581682434048,700,1698
674664755118911488,271,967
674646392044941312,539,1502
674644256330530816,295,1076
674638615994089473,629,1760
674632714662858753,617,1567
674606911342424069,109,986
674468880899788800,2210,6511
674447403907457024,382,1111
674436901579923456,420,1169
674422304705744896,571,1493
674416750885273600,149,713
674410619106390016,501,1251
674394782723014656,615,1566
674372068062928900,332,890
674330906434379776,77,584
674318007229923329,553,1478
674307341513269249,7436,11876
674291837063053312,6332,15471
674271431610523648,777,1643
674269164442398721,245,937
674265582246694913,901,1712
674262580978937856,488,1356
674255168825880576,601,1533
674082852460433408,181,785
674075285688614912,306,1020
674063288070742018,2383,6660
674053186244734976,1402,3480
674051556661161984,516,1519
674045139690631169,690,1477
674042553264685056,137,752
674038233588723717,437,1148
674036086168010753,233,879
674024893172875264,1312,1874
674019345211760640,322,1182
674014384960745472,694,1639
674008982932058114,377,1255
673956914389192708,1037,2043
673919437611909120,388,1217
673906403526995968,1744,3332
673887867907739649,268,974
673716320723169284,813,3218
673715861853720576,2237,3710
673711475735838725,318,1085
673709992831262724,296,886
673708611235921920,308,1118
673707060090052608,420,1151
673705679337693185,422,1312
673700254269775872,609,1491
673697980713705472,2092,3975
673689733134946305,689,1817
673688752737402881,527,1318
673686845050527744,465,1505
673680198160809984,501,1428
673662677122719744,384,1305
673656262056419329,259,751
673636718965334016,395,1170
673612854080196609,776,1653
673583129559498752,392,1242
673580926094458881,284,864
673576835670777856,596,1439
673363615379013632,331,1065
673359818736984064,713,1521
673355879178194945,627,1555
673352124999274496,575,1721
673350198937153538,223,764
673345638550134785,1373,2631
673343217010679808,283,1011
673342308415348736,630,1319
673320132811366400,8467,14114
673317986296586240,281,902
673295268553605120,3380,7849
673270968295534593,394,1107
673240798075449344,772,1476
673213039743795200,900,2347
673148804208660480,669,1774
672997845381865473,765,2045
672995267319328768,316,993
672988786805112832,305,1013
672984142909456390,574,1299
672980819271634944,1052,1877
672975131468300288,979,1759
672970152493887488,376,997
672968025906282496,586,1368
672964561327235073,683,1482
672902681409806336,534,1421
672898206762672129,445,925
672884426393653248,880,1622
672877615439593473,391,1068
672834301050937345,611,1370
672828477930868736,518,1307
672640509974827008,340,1010
672622327801233409,524,1351
672614745925664768,624,1274
672609152938721280,410,1158
672604026190569472,431,1163
672594978741354496,641,1379
672591762242805761,351,990
672591271085670400,198,759
672538107540070400,394,1069
672523490734551040,182,677
672488522314567680,467,1157
672482722825261057,642,1182
672481316919734272,129,739
672475084225949696,744,1500
672466075045466113,573,1413
672272411274932228,3590,6723
672267570918129665,647,1556
672264251789176834,363,1193
672256522047614977,1654,2932
672254177670729728,783,1482
672248013293752320,642,1791
672245253877968896,164,714
672239279297454080,337,930
672231046314901505,1065,1917
672222792075620352,224,815
672205392827572224,1226,2353
672169685991993344,393,1058
672160042234327040,382,906
672139350159835138,767,1828
672125275208069120,1212,2506
672095186491711488,388,1035
672082170312290304,387,981
672068090318987265,545,1353
671896809300709376,4408,8804
671891728106971137,596,1386
671882082306625538,1455,3607
671879137494245376,728,1478
671874878652489728,584,1303
671866342182637568,533,1170
671855973984772097,483,955
671789708968640512,3697,7361
671768281401958400,553,1239
671763349865160704,975,1752
671744970634719232,818,1399
671743150407421952,240,770
671735591348891648,793,1499
671729906628341761,4637,8906
671561002136281088,7692,13406
671550332464455680,219,953
671547767500775424,632,1411
671544874165002241,1111,2078
671542985629241344,599,1138
671538301157904385,418,960
671536543010570240,435,1227
671533943490011136,611,1070
671528761649688577,272,875
671520732782923777,562,1456
671518598289059840,306,986
671511350426865664,771,1682
671504605491109889,3749,7332
671497587707535361,472,961
671488513339211776,496,1052
671486386088865792,217,607
671485057807351808,244,793
671390180817915904,782,1473
671362598324076544,310,1164
671357843010908160,155,415
671355857343524864,118,496
671347597085433856,461,1012
671186162933985280,228,768
671182547775299584,363,1167
671166507850801152,375,910
671163268581498880,1176,1734
671159727754231808,86,388
671154572044468225,229,748
671151324042559489,161,697
671147085991960577,242,699
671141549288370177,692,1215
671138694582165504,426,968
671134062904504320,205,778
671122204919246848,2691,3644
671115716440031232,817,1406
671109016219725825,465,1190
670995969505435648,309,1151
670842764863651840,9313,25565
670840546554966016,206,616
670838202509447168,736,1162
670833812859932673,132,465
670832455012716544,231,765
670826280409919488,4319,5804
670823764196741120,201,805
670822709593571328,102,634
670815497391357952,1645,3315
670811965569282048,285,1175
670807719151067136,520,1193
670804601705242624,1005,2047
670803562457407488,93,351
670797304698376195,250,758
670792680469889025,293,866
670789397210615808,254,690
670786190031921152,213,627
670783437142401025,419,851
670782429121134593,831,1642
670780561024270336,305,807
670778058496974848,76,339
670764103623966721,452,1121
670755717859713024,120,466
670733412878163972,537,997
670727704916926465,391,866
670717338665226240,528,1270
670704688707301377,392,789
670691627984359425,256,610
670679630144274432,308,779
670676092097810432,45,261
670668383499735048,5354,11168
670474236058800128,811,1588
670468609693655041,89,364
670465786746662913,587,1011
670452855871037440,220,570
670449342516494336,712,1237
670444955656130560,2094,6982
670442337873600512,206,677
670435821946826752,556,1096
670434127938719744,688,1468
670433248821026816,121,335
670428280563085312,675,1449
670427002554466305,174,537
670421925039075328,682,1365
670420569653809152,332,657
670417414769758208,341,588
670411370698022913,960,2127
670408998013820928,237,582
670403879788544000,168,449
670385711116361728,227,584
670374371102445568,286,768
670361874861563904,71,340
670338931251150849,118,444
670319130621435904,1308,4011
670303360680108032,143,442
670290420111441920,300,736
670093938074779648,358,1077
670086499208155136,267,724
670079681849372674,1336,2327
670073503555706880,840,1628
670069087419133954,262,661
670061506722140161,367,797
670055038660800512,351,696
670046952931721218,187,674
670040295598354432,117,783
670037189829525505,296,611
670003130994700288,98,345
669993076832759809,89,337
669972011175813120,171,461
669970042633789440,64,313
669942763794931712,180,528
669926384437997569,111,394
669923323644657664,61,245
669753178989142016,425,840
669749430875258880,68,282
669684865554620416,94,544
669683899023405056,116,408
669682095984410625,141,368
669680153564442624,304,697
669661792646373376,463,842
669625907762618368,1914,3687
669603084620980224,392,989
669597912108789760,160,533
669583744538451968,989,1550
669573570759163904,153,450
669571471778410496,1064,1651
669567591774625800,60,243
669564461267722241,130,402
669393256313184256,81,378
669375718304980992,766,1392
669371483794317312,190,515
669367896104181761,166,477
669363888236994561,242,652
669359674819481600,131,381
669354382627049472,1347,2823
669353438988365824,271,671
669351434509529089,198,462
669328503091937280,440,1052
669327207240699904,121,599
669324657376567296,218,514
669216679721873412,409,939
669214165781868544,178,460
669203728096960512,506,1050
669037058363662336,328,683
669015743032369152,392,769
669006782128353280,264,597
669000397445533696,6749,21705
668994913074286592,248,458
668992363537309700,369,780
668989615043424256,345,710
668988183816871936,500,938
668986018524233728,177,574
668981893510119424,326,565
668979806671884288,374,827
668975677807423489,619,1363
668967877119254528,25,154
668960084974809088,251,738
668955713004314625,74,295
668932921458302977,61,281
668902994700836864,106,330
668892474547511297,161,412
668872652652679168,314,550
668852170888998912,174,470
668826086256599040,147,456
668815180734689280,285,596
668779399630725120,397,733
668655139528511488,229,552
668645506898350081,573,934
668643542311546881,562,923
668641109086707712,564,1122
668636665813057536,510,1084
668633411083464705,1746,2941
668631377374486528,338,747
668627278264475648,122,332
668625577880875008,140,411
668623201287675904,829,1509
668620235289837568,46,216
668614819948453888,334,636
668587383441514497,1146,1727
668567822092664832,61,255
668544745690562560,239,543
668542336805281792,226,483
668537837512433665,78,259
668528771708952576,237,486
668507509523615744,113,339
668496999348633600,139,428
668484198282485761,249,441
668480044826800133,155,480
668466899341221888,545,923
668297328638447616,313,643
668291999406125056,34,259
668286279830867968,144,525
668274247790391296,243,858
668268907921326080,253,574
668256321989451776,650,1354
668248472370458624,512,1029
668237644992782336,3004,6455
668226093875376128,110,314
668221241640230912,209,526
668204964695683073,204,576
668190681446379520,205,676
668171859951755264,203,511
668154635664932864,331,513
668142349051129856,303,581
668113020489474048,258,690
667937095915278337,839,1323
667924896115245057,117,309
667915453470232577,58,218
667911425562669056,318,511
667902449697558528,390,876
667886921285246976,1151,1967
667885044254572545,510,848
667878741721415682,125,406
667873844930215936,427,652
